reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOGNc3axcI2nvtTyuHy4Fc5fjh2waLfNlyHuaepduP7nLZjk38i3hkpjG0AjMrRggNV4cqLmnGpDqNkUXQ,Gail Clapton,https://lh3.googleusercontent.com/a-/AOh14GhBDP-H43uFapvkgWypesWhOiFsOCmr8Xl3W8rRDg,Very good,5,0,4.22.0,2020-07-16 23:20:03,,
gp:AOqpTOHXYxmEQ3zn3f5YM79ANHKVFs0YIxVJtV0Wzs1T90w9A0pVQ9MZEjsm0v8Tiwu-bqqXKQQjgUk46ZFaDA,Doreen Bertrand,https://lh3.googleusercontent.com/-Sq2pyOAihzg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclmI9IbgWPjBBIjNR7jtSwJ7aS5Zg/photo.jpg,Extremely efficient service,5,0,4.22.0,2020-07-16 23:01:45,,
gp:AOqpTOF4kprmD03Vyjw3i4KpR7e4M1eeGT8Vr5kjDzJgy1YmbksstcSKDx02b5BRhZIsXxQbQA61viAU-S8hOA,Erin Edwards,https://lh3.googleusercontent.com/a-/AOh14Ghbwn5NZXrB8hXHy-0EPA3Bo7PQ73PYnepbnoGXkw,Good but could do with a few features like adding how many tablets you have rather than the date and being able to mark some medications as prn,3,0,4.22.0,2020-07-16 22:26:23,,
gp:AOqpTOHIEXU9O79GOxQLAsczFTyEFYpSmhte7h0h-mEUhh4F4tEu0ixKNC6WO3WCzRs7vILPGCrjkDPxhFT3Gg,Allan Anderson,https://lh3.googleusercontent.com/-an1VjC3ZCNc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclmBtgLy0F_QUfalF5ZY1sIhuE3yg/photo.jpg,Excellent service and easy to use app.,5,0,4.22.0,2020-07-16 19:08:24,,
gp:AOqpTOGjWKVZdwghKtrKyO9KJoO8pOdG08RPL3_ddZNQ9Ax3VSs4nrcyk-BfsCVrfCh2n4Aqq088Q_bAhSp51A,Susie Curtis,https://lh3.googleusercontent.com/-M7bUp7AwdNQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn9Y-gwW7_594xk5aB8qECxq3-8Eg/photo.jpg,"This is brilliant and has changed my life. Only had one delivery so far so hoping it continues as well as it started. Easy to set up and use, and reminders appear on my phone so I don't need to keep checking the calendar.",5,0,4.22.0,2020-07-16 19:03:17,,
gp:AOqpTOH1fvCi0ZxR7i9YIP1Ugv2f9tZ6DgnuYVWJgSSt_1A5prQbY5KSFbbzJB_vSS6gl0ESvOPK4HJ7oN3A9A,Ruth Neale,https://lh3.googleusercontent.com/-igZt0qAHmxc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmqmveHNbLGt9uEUgs_jeZ5XiBb3Q/photo.jpg,"It's a bit difficult to navigate on initial attempt, but I'm sure it will be easier next time.",4,0,4.22.0,2020-07-16 18:50:47,,
gp:AOqpTOE-nDvJIwhVLTmcXor9Ij9lcGw7gN7HMs9qrDLfYkK8q_HEPSAVtJb-BKYlRDZ00aBYRgpScmmJA0eSEQ,ray hann,https://lh3.googleusercontent.com/-FjK245cL3m8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnhP1wVqgxUx-ecn597W2dcN7P-xw/photo.jpg,Very good app,5,0,4.22.0,2020-07-16 18:44:34,,
gp:AOqpTOEGgCUscCyb-L0K5P5e0PO3Wpddn3ojk6O9fvsf08Wzsf3dMqe319t8zwkC2VuaQBMV6qtPRGp3SpJNOw,Lewis Hook,https://lh3.googleusercontent.com/-7JRnQjSyZ6A/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckodwk1biMThQrlGce4v4qu2dL07w/photo.jpg,Easy to use and fast delivery! So much more convenient that waiting in a pharmacy,5,0,4.22.0,2020-07-16 18:31:02,,
gp:AOqpTOHAvpcMV-I9Sl5N2vhsevFZwTknHeAwLd9KKNY9aAbG8jJnUk-5vN-vvr2nI6c_lsDz-nTbGRatWFI0vA,Graham Westwood,https://lh3.googleusercontent.com/a-/AOh14GjzU7E_aerIOSQ_DQaq4tGGC2TuxnTwSmdIxSfZE_M,So far so good.,5,0,4.22.0,2020-07-16 17:37:16,,
gp:AOqpTOEb87vGrDU0irCgbSScLOEfw0SMKKmbSHbp3wgoW_b950WTpmCJsn6rbwljA1sGR10dvKZi1Qm9_GE6hQ,Dan Thomas,https://lh3.googleusercontent.com/-EYA9H6kIqBI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmQr-_P0mduD7ABNZ2ZhA5dw2RJAg/photo.jpg,"Quick set-up, easy to use and no hassle at all. Top job.",5,0,4.22.0,2020-07-16 17:03:33,,
gp:AOqpTOF9S5KhwlNNWNhjgC_p4Bv-l1oldcGx2iwBKXYx7dSclXuw0S_qMBueMbnuh5OKQXnRcec8DRr1u1LmLQ,Linda Beavis,https://lh3.googleusercontent.com/-0O-YxQQc4Qk/AAAAAAAAAAI/AAAAAAAAAJk/AMZuucksDRtGSCvfeyMJIBjsZ1bu0ED48g/photo.jpg,Saves so much time,5,0,4.22.0,2020-07-16 16:59:02,,
gp:AOqpTOFTfb1mANibTRv51KbSGlYSVGNSRckU5fSLvL01WnfiQp07QIpDIyqySjD1U_qOCh_DLlISxjt7-GreDA,Lee Clarke,https://lh3.googleusercontent.com/-2gTDhMcY85o/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn-j2ObCb-9m5j_uvDabzgeFyqAig/photo.jpg,So easy to use and swift posting. Highly recommended!!,5,0,4.22.0,2020-07-16 15:06:27,,
gp:AOqpTOGDLHkQaBM5aS7Jf6a0cBCkeJUT5lUfA61D4PyoGdLSvM28p0KNcxTW4Oq9Iso9HR5ce2aDye5BM-02PQ,Dina Howard,https://lh3.googleusercontent.com/-Wcmk_MU8lVk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckkzANtqyX6DcI0DyPe3T1Qyiwhkg/photo.jpg,"Amazing app, so easy to use and invaluable",5,0,4.22.0,2020-07-16 13:37:59,,
gp:AOqpTOEMhTRdakHvF6luvHSJ4Znnnu1NPETKrwogs20Se9ByW92ZxIbtIoydJiTIIGB4sTJCVPP9j9N8gCTIVw,Colin Eyre,https://lh3.googleusercontent.com/-dEw6lF1wwE4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucndQSlnMF9RcUYl8vg_VBXSaZBDIw/photo.jpg,East and fast to use,5,0,4.22.0,2020-07-16 13:11:48,,
gp:AOqpTOH_2XDl7nLnyo9du-H51L--Mg0-KCrO_ndFxMXI_mgJ9OSNXJikdJcUR0qKOmUD4lR3BDUXrB6G1qkBMQ,sheralee Laxton,https://lh3.googleusercontent.com/a-/AOh14GhgdGM5m2wWsVUc_EuV9TcTf8rkHE7_5I6Og6ibTQ,"Quick delivery, easy to understand app, simple to use.",5,0,4.20.0,2020-07-16 07:12:22,,
gp:AOqpTOGt1Qek4WI4-TF7zbpQTTQwUrHiAnixrdVr9OxNaMWc3q_D9B63JNG0lI6bfuo9sSquF6gxFoa47dW6Vg,Nicola Bower,https://lh3.googleusercontent.com/-zX60Ei_HFN0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnUVtepJWrOu0FR7ioQ_myNT1LB4w/photo.jpg,Overall I find the app very useful but sometimes it's not easy to find what I want.,4,0,4.22.0,2020-07-16 06:10:57,"Hi Nicola! 
Thank you for taking the time to leave a review. If you contact us via the in-app chat in your Echo account one of our patient care advisors will be more than happy to assist with helping you find what you need. 
Take care, Sonia",2020-07-16 15:20:28
gp:AOqpTOHtq4mpqyiedfdRY9nuyQOsa6g06bwFRGTdyvqxpHkP1pMFWU5CPvP-GN5buiBzr9uQ0FcgeSTN4zZDEA,Amin Abdirahman,https://lh3.googleusercontent.com/-d9Nb1M-O0nA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclQcZ7Z0lXEkG-AHeEPvQov85u1HQ/photo.jpg,I cant be thankful enough. What with this lockdown and all its been a lifesaver,5,0,4.22.0,2020-07-16 06:06:04,,
gp:AOqpTOG2jLk1_OVm_NSp4F4awRZOUZHuz-R-2tbdzZCgvXNSaD3knDmEcu-_fQFyiU_GiQWjs8ejpJw3N2MJzQ,Sue Jenkins,https://lh3.googleusercontent.com/-PHcFqgQemlM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckJeTrhMTU3PVvRxPcmbOuO4GKsxA/photo.jpg,So far been absolutely brilliant xx,5,0,4.22.0,2020-07-16 05:30:06,,
gp:AOqpTOGmyiL2LIUHDPPHzj03Nw3_MXUXvoYytYd-ptzsJXxkkF5HxBWTCRkJUhuH2rpnCXfB2XTTa9y5D7XxVg,Chloe Joy,https://lh3.googleusercontent.com/-7sQ5jzOO7Yc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclfkf18q9wCvSeV4hSC-AkyRNWu5Q/photo.jpg,"Excellent service, fast and fuss free, even during lockdown",5,0,4.22.0,2020-07-16 05:12:33,,
gp:AOqpTOG0-3qNkh4Z3zUpYClVT_Vb6iNJNElxfWpkaFcqJwBq3UncOxqp5X7kRpay-bREh1_8iyk5M39ASFsIsw,henry arnott,https://lh3.googleusercontent.com/-T31aPxF2Wow/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn3UPSdH1dFC1Qm5t1n15KI5qrjTw/photo.jpg,Very good service,4,0,,2020-07-16 04:00:08,"Thanks a lot Henry! If you'd like to suggest a feature or an improvement to the app, please write in to us at feedback@echo.co.uk. We'll do our best to incorporate the same and earn a five star rating from you.
Best, Sonia",2020-07-16 15:17:15
gp:AOqpTOGsqa2K02IxilXfPy7xcOFClxWJB3G2Xezx2YCWVV-HHkWpYfrBlDSlxsQ-VDsLpQwoKCbz-Ao2yN9dMA,robert wilkinson,https://lh3.googleusercontent.com/-icxgAVEIyy8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnsbAxfcMrmlayHDleQGt-CJndRZQ/photo.jpg,Perfect every time I order,5,0,4.22.0,2020-07-16 03:39:59,,
gp:AOqpTOE7VFKMSJNxuRxmSeyIKUt_rgCZGSSSh72CqFxfoOYvst366wJ3-QZ9u19KHqPtyrzWReH2yEidosfTtg,Callum Barnes,https://lh3.googleusercontent.com/-Ek68cxZS7Rw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn1RoG4gS9MitSo1b_O3BHw6mmfkQ/photo.jpg,Lifesaver during lockdown and always reliable,5,0,4.22.0,2020-07-16 03:35:15,,
gp:AOqpTOE4tAVV97HVKoJbk6coYlell6iZkyO5y32dgBcEnVptngVgTpa_evrNGmcRYT2Z7O3LCsiK76Kcr6w_Nw,Paul rix,https://lh3.googleusercontent.com/--XsO0qHpATs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmnfeWmirYuXVxrUUqKNNS6DZTOMw/photo.jpg,Making life so much easier,5,0,4.22.0,2020-07-15 22:28:46,,
gp:AOqpTOEoK7yxFUxKJZhFanAyQ9qIeX8U-jQ20q1iVI_5I3fD-NNdSVVGa6c-eQcSd3g77NC41f7dWEv7UdeY2w,louise ponton,https://lh3.googleusercontent.com/a-/AOh14GjJOVGiF9G_DPhXKfyCJFitQD_qrBMEvwOejrTR2f0,"Love this app, easy to use and saves getting in a queue at the chemist.",5,0,4.22.0,2020-07-15 22:09:36,,
gp:AOqpTOE-t-0FJ5BFPZCvR3h7jmGk3Fs-neyFu7zPUV05WaAQC2Hbp6ixOT0cMYgk2qz1py0PmAMm5SGI5FohQA,CALANTY GAMING,https://lh3.googleusercontent.com/a-/AOh14GgvAu0UGkxLNZNCK-yN0Lni8m6fQ-6TJ3hrROg1bg,"Some times its perfect, but if your doctor does not confirm one medication out of many in the bag, echo will not send the rest untill they get confirmation from the doctor, why can they not send out the confirmed ones, thanks echo you have made me miss medication to many times, in which its dangerous for me",1,0,4.22.0,2020-07-15 22:00:32,"Hi there! 
To look out for your safety and to ensure medicine is only ordered when needed, we are unable to dispense medication without it being prescribed by your GP. There are also regulations we must abide by where we cannot dispense medication to a patient without a prescription. Please contact us in-app for more clarity if needed.
Best, Sonia",2020-07-15 22:21:04
gp:AOqpTOGtGZjdcIX6b6LbcvTejzpDuZnS7H4hItAvj2tW5nL_RI5cBjyCYfvoMNTX84zp2zx0xkexngvUfy0Rmg,louise gaspar,https://lh3.googleusercontent.com/-u1AEoMPxiqM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl8OUUav7-3FuU12W8Wc1tT-xGZNw/photo.jpg,Prompt service,4,0,4.22.0,2020-07-15 21:52:22,Thank you for your review Louise!,2020-07-16 00:24:55
gp:AOqpTOE5h4YY0yZWwjJVWAqrBLm-uHF0ZWAJCmBCwgtu2QHyvTa4prpOJB5tMaBpXblyBAXpcVH3tMrORa51uA,Joy Bean,https://lh3.googleusercontent.com/a-/AOh14GjvtndLZDttstVPgGILYN6MEapIAnxdhgkhbFHmKA,Excellent and efficient.,5,0,4.22.0,2020-07-15 21:16:32,,
gp:AOqpTOEqqjJXiXaRrHVSLPKoUvjMm3fZQiqmEJdB5wuoZ45TDCrkVO4CskWQVv7fiL1EWrUYf2YDV48VtGSmYw,Matthew York,https://lh3.googleusercontent.com/a-/AOh14Gg0111NDQGK19MU1XD1dt2JBsoflVa6bLH0BSkYe8w,Repeat prescriptions and queues in the pharmacy are the bane of my life. This is amazing! 2 mins to order a repeat prescription with a prepaid prescription card.,5,0,4.22.0,2020-07-15 21:15:09,,
gp:AOqpTOGxEOL4ZrDtGXc6jh1KytaTWq7d4eqOnkPq7bYL1HH6Ox2MhRZG5ECWuGc_wpMQYchq5kZIJfDnCMuzOQ,melvin seaman,https://lh3.googleusercontent.com/-NPrjUTMBH10/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnXGKOVSIsmjW3IRB5clAQX7k9u_A/photo.jpg,Not very good,2,0,4.22.0,2020-07-15 20:09:47,"Hi Melvin!
I am sorry toy are not happy with our app or service. :( Please let us know what exactly did you not find satisfactory at feedback@echo.co.uk, so we could improve it based on your feedback.
Many thanks, 
Sonia",2020-07-15 19:33:46
gp:AOqpTOFpI5xarsAQAmVKwt-cGM7f1s98S04zHOnBf-YQV084tj73pjIh8fhk5ZkXZT48skV7bKiJzkG8s-Mgxw,Emma Farnaby,https://lh3.googleusercontent.com/-NT1IVMtxG9Y/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck5nX1jfbnPIk5IeyqQGQ-5fc0iog/photo.jpg,Brilliant,5,0,4.22.0,2020-07-15 18:56:34,,
gp:AOqpTOEZk561nCqkXprZgytUtJ0rCShO8QstZAL9SOhaugOW619D7zvA0pmkgoWNfbawmIXwPlbpE5zsF_HXzQ,Janis Smith,https://lh3.googleusercontent.com/-Y3LsfMdVJpc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmXLlguP9z_XVdgGGcMgs634odKiA/photo.jpg,Good but would like to be able to order 2 months supply at a time.,3,0,4.22.0,2020-07-15 18:20:14,"Hi Janis! 
Thank you for taking the time to leave a review! Unfortunately, we can only dispense the quantity that your GP prescribes. You can ask your GP do issue you prescriptions with a supply that would cover you for two months, we would then be get to deliver this to you via the normal ordering process. 
Best, Sonia",2020-07-15 22:28:38
gp:AOqpTOH_LlqjNBNTUNan8thVsyk1H9iTw7bUIzYaMqSqoskmhM5SHvDMOcs45-ZDESQq9NPUGrA2YZAFNLnGJg,Peter Thomas,https://lh3.googleusercontent.com/-m7F7eyGCgXo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmipDxgiPwhjzqFEjQ7myAm--30lw/photo.jpg,Good,5,0,4.22.0,2020-07-15 18:07:31,,
gp:AOqpTOHWqQa3vchr8gkkr6bGEV9ckYy1DhQPmurp0oqwNBuGw-mqlgnYyCY-GwAeWF1cTWANxOphjfLwGH-fqg,Penelope Housden,https://lh3.googleusercontent.com/-AUU_DOIidCE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckOz81UoKadmyRq3v4Cy3G5DX6_bg/photo.jpg,Really easy to use. Reminder received in good time Thanks Echo,5,0,4.22.0,2020-07-15 17:40:18,,
gp:AOqpTOGV_leDrTxRVPh4ngGoTa3600WkQpx2b6ml_SkXT3Ocm2ime1_UI3mzj90uyosB2nrGMa82MBYEQeI2cg,Lois Valentine,https://lh3.googleusercontent.com/-I5GZsCetnCk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckvN5ePc9GttPpLjeCRyXDXlPPjeg/photo.jpg,"Easy to use, fast and reliable :)",5,0,4.22.0,2020-07-15 17:11:52,,
gp:AOqpTOHbuKfNfCImb5rnbMnzI60PG4bypFtkvYPx4VpnB6zVyLZGfuIQEkXJ3QlhhBzrR9QqsmQ_sfSi12h1QQ,Anna Cheesman,https://lh3.googleusercontent.com/--iR7LyA1HSU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmXjNRUGgNImapU_HcchrN22Xshow/photo.jpg,Hassle free and reliable.,5,0,4.22.0,2020-07-15 17:07:49,,
gp:AOqpTOEHH9SAH_KUhlpKFrqNCVikakBk5J6_YQorM2SIPP3X_mfxVxtSb7zT2mOkzvDUy-_GXeTuuvlhCaNCeg,Lynnette Stocks,https://lh3.googleusercontent.com/-xkuntBfvaaA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmYtDVKLlqZa453MGshyZE1lttmSg/photo.jpg,"Easy to use, it is an invaluable service , especially in the present climate, as I have been shielding, so was unable to get out to pick up my medication. It has given me one less thing to worry about Thank You!",5,0,4.22.0,2020-07-15 17:07:45,,
gp:AOqpTOFsVX0M_6tuICyZaHau1eBTzvjJW_9LY29CKw04VPxm-L6rhudZeXs_rcs_ElNhuJRSr3f0aFPvYE75RA,Susan Pinkney,https://lh3.googleusercontent.com/-OXCtfgEpUxU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnNyWnV3dKIo_1oGuuO-mU0BkA2tQ/photo.jpg,Great app and delivery,5,0,4.22.0,2020-07-15 17:05:45,,
gp:AOqpTOHQt0JgkZ7m2KZ139XIBEUp0X9VX4r2IPRQUfpVvveFz9Gfyjy86JjLYWelN_9L-5z5osSJAEypksl4gw,Sheila Priddes,https://lh3.googleusercontent.com/a-/AOh14GhoJ6ykOICJ5SHNcOaArsk8n1RlgODSWh4xMFeW,Don't reply to emails and duplicate medicines.,1,0,4.22.0,2020-07-15 16:22:46,"Hi Sheila!
So sorry to hear you are not happy with our service. We can only dispense what has been prescribed by your GP, in ask patient status, you can confirm or decline your need of these medication. I can see our last correspondence was 3 months ago, please contact us at feedback@echo.co.uk or through the in-app chat for assistance.
Best, Sonia",2020-07-15 17:15:52
gp:AOqpTOGxKfaz2lS6crQSqvPhdULEBF78pWpRbuQuG-ZDQgsBtorauELb5uBz6wMjT-hCELz_mswk_ereX0QnSA,Lucy Grindle,https://lh3.googleusercontent.com/-dI4u66GBc5g/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnYCNBjg7OIH6wj0e07iPCCfuTMPw/photo.jpg,So far it seems good,5,0,4.22.0,2020-07-15 16:16:20,,
gp:AOqpTOGZPxBaHnefxKAaqWRU58uvsUnOQWMgtIrcdY5zBYcfpH-HmgEP_CrEDsgI7qhOWRr01Q1MnUV9xDdC5w,david michael sellers,https://lh3.googleusercontent.com/-XXbAF_iIvzk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclT9SD3wOGs6AVOh6yjyJL_Dx4qhg/photo.jpg,Easier than trying to remember and cheaper than physically collecting them.,5,0,4.22.0,2020-07-15 16:15:20,,
gp:AOqpTOEg7rE-EMIW2LNRuVtteGB7I4KWA-mDugio6gW7lhp3ZD89PUHCTYn7K2F1R7Smqqet9rRBdtGfFe6mqA,Paul Fountain,https://lh3.googleusercontent.com/a-/AOh14Ghp3Rjp1WFVfR3xUig2zx8q74O1ejxfXzYzK1O25w,Great app overall,5,0,4.22.0,2020-07-15 16:04:17,,
gp:AOqpTOFoQnfn95CXOkqTsuy-jfuedRK5eXBJmdSFxe1JqTgsObnLT7bhTCaSX7CfAm_NATBzIASGyetfSJzxgQ,Angela Moore,https://lh3.googleusercontent.com/-C_r7sDNDAVQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm3vDsl0toCFKBbybEHEDAb2kbe3g/photo.jpg,Very happy with your selfs and very reliable service,5,0,4.22.0,2020-07-15 15:46:28,,
gp:AOqpTOHxBxnZ9FSu1picAUIKxNL7jOHrwGpApyByNlxrSA1xQC3LCP3O0LUzjTzNmjB_jF2Uy9fXE6O48xdLkg,I love you Guys,https://lh3.googleusercontent.com/a-/AOh14Gj0WI0xFmaWP_PRQ_U0z-V7LJxiB93dIEBFbPQ_,"Excellent, so easy",5,0,4.22.0,2020-07-15 15:17:23,,
gp:AOqpTOEyQPZtKS6QHfJTcCn2WuH7ZGbE-0oYHSRfjFvYH8PrXdKeEuVENwfTbms7Bd1wDEo3l7j0vs2ToRtoHw,elena musano,https://lh3.googleusercontent.com/a-/AOh14Gg3fqonXJIBiPZugHouPBAHW58xHd4Ue-FIotNMpQ,"Reliable service, my items usually arrive within a week, took a little bit longer at the height of the pandemic but I ordered early so that I wasn't without my meds",4,0,4.22.0,2020-07-15 15:14:21,"Amazing review Elena! Thank you so much for being patient with us especially during the peak of the pandemic. If you have any suggestions on how we can be a 5-star service please share them with us at feedback@echo.co.uk.
Cheers, Sonia",2020-07-16 00:26:30
gp:AOqpTOGQRp53ofopU4fc67pw3lpEKchCJmoXAYgdPoumEbYa8kcs3q9ANpoF-hTGpBaxr05RviLR2xeSS__k-g,Liza Rimmer,https://lh3.googleusercontent.com/-I5lYz15Ndc0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckCo1nkqNwJwzMyNvMbw6F-XSuQng/photo.jpg,So easy for me to get my prescriptions now as leaving the house sometimes is a struggle,5,0,4.22.0,2020-07-15 15:11:26,,
gp:AOqpTOH25Uw7hNQRTTigQYx5cHlJSHJk0JlxBZl1IyYjoDCyT0BheT4_-EfG550IAcu_bgnYwgWwA1aN9HjMoA,Stephen Akhurst,https://lh3.googleusercontent.com/-tAcK6RDGtnw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclF2EDtWBTA3FTvXFJAzvZpP7YP6w/photo.jpg,Very easy to order,5,0,4.22.0,2020-07-15 14:42:10,,
gp:AOqpTOGOSwbAuMZx5ijQesyAkcuCb8-tbC6BIEF242O-TQyguDv7A9x-sRvBCPICX9t73OWpjxOFILgVf1yN_Q,Cassandra Carter,https://lh3.googleusercontent.com/-q8APyAXf1SQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnq3nB-VjuRGmo4SnDGVOhQEtK5CA/photo.jpg,Brilliant service that I've used online for a while and discovering they have an app has excelled it even further.,5,0,4.22.0,2020-07-15 14:41:36,,
gp:AOqpTOE6KDbd4r0nliBQhpykUg-CmXxuWkqW3ZS8YyRSJ2ZGK0gnY2prnoGjovMV5lsxJ1xe4xqDkBynlFWDvg,Stephanie McConnell,https://lh3.googleusercontent.com/-Pb5j-kO5t2s/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclGMdg_TYEjTopmlXP7qs46Bk5Njg/photo.jpg,Great app reminds you when to take some meds and you will never run out,5,0,4.21.0,2020-07-15 14:36:48,,
gp:AOqpTOE_Jtldhyfvi-T83SBgMP-lmaSRqpeB2bO08NuCglsbfZ_7N5zarFkDbPHEXqsSJdE1d7KZlckZOlu2cw,Lesley Reading,https://lh3.googleusercontent.com/-hUmwhEyX6-4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnS_9d9w0MV1p5v1ADUi9b02MuIRQ/photo.jpg,Easy to navigate. Remind you to order. Always on time. Would recommend,5,0,4.22.0,2020-07-15 13:01:43,,
gp:AOqpTOEGm3N24y35agh3sv9U4aNJHJjIkdEhlAXgaBlkHQopsFvXCYCzZboY7H6pwfFmQQ_Tfsfxkw6aww08Dw,Sarah Willis,https://lh3.googleusercontent.com/-MzDO1ncvh4M/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclALuEqGkJAFNVp2nwfAu4KAAZNhQ/photo.jpg,Excellent service fast delivery and really useful.,5,0,4.22.0,2020-07-15 11:34:40,,
gp:AOqpTOHtSX0lN9jsCYJxwEUGH74zWgs4cnWqyOsDaWhJB9NkN8Iz_amwsBB4h_Iw9uSjxLyjt3sv0_r3_9NBLQ,Janet Godwin,https://lh3.googleusercontent.com/-R1kkvZ2zZf4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnKfDie2O1Sqyhgy9TsO7bmuZBk1w/photo.jpg,Excellent except one blip early lockdown. Resolved.,4,0,4.22.0,2020-07-15 05:12:05,,
gp:AOqpTOED58uoOfXX5hlG6Lb9jTjd0SYYxavynoWjnQLhDzTJuURPzhYjmRyKHJN7SpZyxaNfjk9aTeSF2UA9Bg,ken appleton,https://lh3.googleusercontent.com/-4WHBuHxm-G0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclDsgzU_WgS0i1f6aXCmZwwrpFchQ/photo.jpg,Great app,5,0,4.22.0,2020-07-15 05:00:56,,
gp:AOqpTOGzE8DDaONXaok7WoKmC_fIkMpux5SSGwE--plc93y8MvxBtsSI30ADFCmn7t5kKHerCMOyoQloB79zZQ,1Liltree,https://lh3.googleusercontent.com/-Ppp5RiXQ46A/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl3yEQLYYFY9jyZD5pcUhYkGtlXrQ/photo.jpg,Easy to use,5,0,4.22.0,2020-07-15 04:17:21,,
gp:AOqpTOEvs60UOVXwLpSFD3Kb197VDZA62T3WyeeuYdyePvNKCPHnnnk8yLvpCt1eWoZCoVVzz_snebO966g5xQ,Kate Clark,https://lh3.googleusercontent.com/a-/AOh14GihHIiBeJWoHIWVn-jABPqJ3NydeoEvHk3JVJyVXA,"Excellent, quick and easy service. Delivery is just a few days. Very happy with Echo.",5,0,4.22.0,2020-07-15 04:14:00,,
gp:AOqpTOE3oXzfXdgtmXF9Pjgsn4uM4Fj8lHcMmlbgv9rf8w-iFXAFNUrrYPT9FtKjtoNn-aVMHplhupo5mKnnAA,Malcolm Holmes,https://lh3.googleusercontent.com/a-/AOh14GjHdJvrP8EsKr1BSe-sJLomdQndo-TH5AWBseetzA,Great,5,0,4.22.0,2020-07-15 01:17:56,,
gp:AOqpTOG-je3ACXk2Wjk5Su4vI5jiP36Bp82WhPVQX5670Z0UbVVrWpnhaoN4D0GurlarGqEFKyQb-1R3tdu0ew,Russ,https://lh3.googleusercontent.com/a-/AOh14GiFo73gG6eZH04F2keztpHPLPD_M82dDuc888y3,Great,5,0,4.22.0,2020-07-15 00:31:00,,
gp:AOqpTOEsyDSSB64sK67Pa-bcfDAbiRAQydIhAPwJWBbyg7coTv2EyL3Qh-gtIZBCyUg5IF9qqOTjGEZebDWX1w,Karl Wilkes,https://lh3.googleusercontent.com/a-/AOh14GhjNLjclH2ftbIn62f2RbrdM7RI1ewVpnIbTBkqdg,Always on time never late,5,0,4.22.0,2020-07-14 23:55:40,,
gp:AOqpTOFA6hZnNmTWYXZrYzPZqZjcIyA8KC7CszwBeJwqlpy2vf7ugGh8nOGQlnLQlJSQSzf55hddDJXY_9SW7Q,Tim Baker,https://lh3.googleusercontent.com/-LSnrhOcTp3s/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm-YL2dp6X5zmhh7EjnQC41oXjgTQ/photo.jpg,"Getting started took a bit of time, but that could have been due to c19. All running smoothly. Very happy.",5,0,4.22.0,2020-07-14 23:15:19,,
