id,author,im:version,im:rating,title,content
5962073167,Dexuf,4.18.1,5,Superb service,"I don’t often bother leaving reviews, but very impressed. Other services aren’t currently taking new customers due to Covid. I signed up late Thursday night and did a medication request. Friday afternoon had a notification to pay as my prescription had been issued by my GP, which I did. A little later that afternoon had a dispatch confirmation. Then the item was delivered before lunchtime on Monday! Can’t get any better than that, I will continue to use your service even when things return to normal"
5961506517,Andycamk,4.18.1,5,Great service!,"This is by far the best way to get your repeated prescriptions, delivered to your door. No more pointless visits to the surgery or chemist. Thank you!"
5960353191,housebound.,4.18.1,5,Stress free service.,Echo has taken the stress out of reordering of prescriptions during lockdown.
5953976014,Galax-sea,4.18.1,5,Very convenient system,"No legwork, no driving, no queues no fuss system from a very reliable supplier with a great and easy app ordering"
5949179460,Chipp'ham,4.18.1,2,"The App is great, until you have an issue","With straightforward prescription requests this app does what it says on the tin. I was happy with this. 
But, I now have a ‘repeat dispensing prescription’ and this app doesn’t work with these. 
You have to leave a ‘chat’ message through the app when you need your meds, however this hasn’t worked (keeps telling me to raise a prescription, which you don’t need to). You can call Echo (once you’ve found their telephone number) and wait 30 mins to talk to someone who gives you conflicting advice (leave a chat message or ask your Surgery for a prescription). Please note: at 37 mins the call is disconnected!
Yes this service is great and convenient to have meds posted to you, but getting help and matters sorted is not easy, you do all the leg work by timing around."
5943387996,Loup84,4.18.1,5,Excellent,"Very impressed, it has saved so much hassle and time, cannot believe how simple it is and the app is perfect *****"
5940291239,butterfly stables,4.18.1,5,The Best service!!!,Excellent service! Very quick processing and delivery !
5939514261,googlemapisbetter,4.18.1,5,Thanks,Many thanks for reminding me for ordering my prescription!
5935959849,Mags2JR,4.18.1,5,Reordering medicine,I have always found Echo to be very efficient with my reordering. It certainly takes the stress out of repeat prescriptions.
5934800180,westannie,4.18.1,5,Easy to use,Brilliant service was a bit worried at first but so easy to use
5930999364,lasceta,4.18.1,5,Great service extremely happy🥰,Great
5930813414,Jonnyp42,4.18.1,4,Notifications stuck at 1,"On the whole a good app, but for some reason it insists I have a notification outstanding. I don’t, which is annoying when it’s in a folder."
5922747888,Capt Codpiece,4.18.1,5,Fast and convenient,You order and it’s with you in a couple of days. Excellent
5922432187,Helen 1973,4.18.1,5,Love Echo,I’ve been using Echo for the last year. I have to say they’ve been fantastic. Even through the pandemic they have managed to get my medication to me. Thank you to the team at Echo continuing to work & supply everyone with their medication.
5914224191,Saint c m,4.18.1,1,Issues with requests,Made a request and echo said it has asked my GP for a prescription. Waited for a week and then rang my GP - they had not had any requests through from Echo and had been having lots of issues with them. Ended up cancelling with Echo and ordered directly from GP. Not impressed and won’t be using again.
5914124134,Moosehunter,4.18.1,5,Annoyed,"WHERES IT BEEN ALL MY LIFE.....absolutely fabulous app. Very easy to use, intuitive. The only addition that I would love to see is a stock area to keep an eye on what you own already."
5913640268,cartners,4.18.1,5,Fantastic service,"This is brilliant!! Reminders daily am / pm to take pills , reminds you your getting low on pills and tells you every step of the way , till your medication arrives at your door . No signing , no queues ."
5911885336,Hehdjdke,4.18.1,5,Great!,"I can’t recommend this app enough, prompt phone and online customer service, I’m very satisfied"
5910991658,xgftyui,4.18.1,5,NHS app,Great app makes life much easier getting my repeat prescriptions
5910785931,Wo1954,4.18.1,5,Medication Delivery Service,I love this service it’s so efficient and takes away the worry of running out of my medication
5910689136,Satisco,4.18.1,5,Perfect!,Used to collect from Pharmacy but just used Echo for first two repeat prescriptions. The app is great and sends you reminders to order and keeps you informed of progress right down to Royal Mail point of delivery. Customer service very responsive to messages when I needed help getting started. Highly recommended.
5907481271,Emi xxx 2020,4.18.1,5,Super easy and convenient,"I was a little dubious at first thinking could it be as simple as it sounds but it really is, I can’t think of anything they could add to make the service any easier, I wish I had signed up years ago"
5906051850,Zeb (GW),4.18.0,5,Great Service,The process is seamless and the App just does what it says on the tin 👍
5902006383,tefeal,4.18.0,5,Mrs Fry,Excellent service. Thank you
5896882095,Esther Spelman,4.18.0,5,Amazing app,"Meant to sign up to this app months ago but always put it off just in case something was to go wrong BUT how wrong was I?!?! Amazing app, meds delivered 2 days after requesting, handy little reminder telling me when things are running low,3 pushes of a button and there all requested. Recommended to everyone I know! 
Wish I’d done it ages ago,"
5896834692,GST454545,4.18.0,5,Best app,Brilliant app. Tells me when I need to order. I pay and the prescription turns up. Perfect.
5888259038,Nithraider,4.18.0,1,Needs to be clearer,"This service is not available in Scotland. I only found this out after downloading the app and trying to register. On second reading I found the information I needed buried deep in the blurb.

Please make this clearer and save us all a lot of disappointment!"
5885080241,johnnyhonda400-4,4.18.0,1,Think twice before registering with Echo,"On the face of it, this is an excellent app and service but beware if the main hub is out of stock of one of your items, the whole of your prescription is on hold , or you can have the items in stock sent out but then they can’t release the remaining prescription back onto the NHS spine for your local pharmacy to dispense . It’s really difficult once you are in this loop, deciding what the quickest way of obtaining your meds is ..... especially if you are reliant upon them   .... Echo doesn’t seem to have any mechanism to advise on tablet availability , the staff on the chat are very polite and helpful .... but can’t advise on delivery .... I’ve just had my whole script sent back to my local Lloyds .... called in .... picked up my meds .... brought them home .... if it ain’t broke don’t fix it !"
5883397286,mickdean15,4.18.0,5,Prescription,Thank you makes my life so much easier👍👍
5880588021,Burgundy 100,4.18.0,5,Excellent service,Like the fact that I can collect where I want to .
5876298422,19 Cal,4.18.0,5,Prescription,Great service highly recommended
5870507001,Liisaaaa,4.17.0,5,Echo app,Very very good so far. No probs at all and very easy
5865918081,Brockyster,4.17.0,1,Virus app,"I tried to download this app and entered my email in the setup to obtain their verification email back. All I managed to get was PC errors and no email (in any folder!) 

Their ‘help’ desk has a very suspicious address and took them days to come back with nothing. 

Very odd! Especially with the loads of feedback they have"
5865802738,Tax dragon,4.17.0,1,Cannot complete login process,"The app falls at the first hurdle 

When I try to register it does not tell you minimu password and o cannot get beyond that"
5863238724,phil the foody,4.17.0,5,Delivery echo,"Software superb. Proactive , so excellent for forgetful people.
Very informative and good integration with doctor database."
5859078005,Camperfreak,4.17.0,1,Conflicting emails,"I keep receiving conflicting messages saying first that part of my order is being dispatched, then whole order dispatched and then a final message saying that my GP is reviewing my order.  First and last time i will use this App."
5856564300,TopTroy,4.17.0,2,Boxes don’t fit into letterbox,"They used to used letterbox friendly boxes but now send huge boxes which have to be collected, which defeats the object."
5854347551,Big Bad Red Chapman,4.17.0,5,"Faultless, professional service","Since I have used echo for my meds I have never had issues getting them early, fantastic service and great back-up when needed. Changed address and still no slip-ups. Winner!"
5851736294,Cuthbert dibble grubb the 3rd,4.17.0,1,Do not use this app,"If your life depends on your medication DO NOT USE THIS APP. 
Everything is fine. Until you don’t receive your medication. 
19 times out of 20 You can’t speak to anyone 
If you’re lucky enough to speak to someone, they’re not able to help or refund your money 
All you get is an empty apology"
5847579371,memphis.slim,4.17.0,5,Prescription Service,Echo are very professional and efficient. Particularly as the must be especially busy at the moment.
5847545344,Carer lady,4.17.0,5,Getting better,"After a bit of a rocky start with Echo, due to the Coronavirus raging around us, things are much better, and the medication is arriving on time."
5844776803,Wells1950,4.17.0,5,It’s just so easy ....,As my subject title says.... the app is set up brilliantly and makes it so easy to reorder. Delivery is bang on as well. Thank you. Mick.
5844501924,compostlady,4.17.0,1,Nightmare,"I joined Echo at start of CV my first repeat prescription arrived wrong. They send double of one tablet but none of the other. I’ve now not had that tablet for 3 weeks. They keep emailing me to say they are waiting for my Dr to release prescription. I contacted my GP surgery they say that echo have had my prescription since 17th March. I can’t contact echo and GP surgery say I’m not due for any more until May, noone seem to be interested. I wish I’d never heard of Echo. I just don’t know what else to do 😡"
5843579516,Lord jasper,4.17.0,5,Delivery,Amazing site.  So helpful and the delivery is spot on.  I no longer have to queue at the chemist which is always super busy.
5839359177,TigerOne20,4.17.0,5,Medication,Absolutely brilliant so very easy to use just takes a few seconds to request a repeat prescription Just wished I had signed up earlier Thank you Lloyd’s Echo
5838844325,celestemoonowl,4.17.0,5,Brilliant,Brilliant and quick service definitely recommend
5836036283,Saphirna,4.17.0,5,Wow amazing :),Downloading this app was the best idea I’ve had in along time. During the lockdown I have managed to get my medication delivered with in 3 to 4 days. Customer service is brilliant and they are very helpful. I continuously recommend this app to friends and family. I love that the app reminds me when my medication is low. Thank you so much Echo team :) xx
5823624736,Clumsy Blonde,4.17.0,5,Time Saving!,"As someone who works full-time it was such a joy to find this app. It reminds me when my prescription is going to run out and I click a button. In a few days the medication arrives through the post. No more trips to surgery or pharmacist and waiting around. 

(I would love to be able to add a second profile to the app as I also care for my Mum who has Alzheimer’s, but I can order hers via Echo on the internet browser.)"
5821260171,Hedge Hag,4.17.0,2,Too confusing,"I receive so many messages from Echo, they are in closer contact than my family.
Echo seems to be terribly confused about my simple medicine regimen. I often  wonder if I am two clients. However, there is no way I have discovered to straighten out the confusion. 
I don’t know why an App exists, when I am instructed to send messages instead.
My surgery doesn’t know how Echo works.
I just hope I’m lucky whenever my next meds are due."
5818731367,Beanar7,4.17.0,1,Will not verify my email,I have tried before today to do this and again today five times. When you press verify it will not open web page. Exhausted given up trying with no help last time and the same again
5817470935,Janoskinator4EVA,4.17.0,5,Service,Excellent excellent excellent service
5814865068,Macszx,4.17.0,4,Great,"Very helpful and easy to use with regards to sorting out medication. They keep you thoroughly updated as to what is going on and when, if you need to do anything, etc. Postage is quick and reliable, great how you can make requests through the app, it also reminds you when you need to order more with significant time to spare. 

The only issue I have is with the medication reminders. Some of my medication doesn’t appear as a daily reminder, so I’ve used an external app to track my dosing and when. Would be 5 stars if you could personalise the reminders within the app more, e.g. add or remove anything you’ve previously been prescribed, set them up whenever you need to, full control over how often you need to take your medication, etc."
5814317580,tommo33,4.17.0,4,Bug in latest version,"The ability to update when you are going to run out of meds is great.  You enter the number of days you have left, but cannot save it as the keyboard covers the ‘save’ button, you can’t scroll up to see it, and there is no way of dismissing the keyboard to make the save button reachable.

(iPhone 11 Pro running latest iOS 13.4.1)"
5810540136,Film-Fan76,4.17.0,1,App doesn’t work,"Well I keep getting f errors when trying to login using my nhs credentials. I’ve deleted the app and reinstalled and still get the same error.
So I have to use the website instead."
5809515764,LynneBP,4.17.0,5,LynneBP,Couldn’t ask for a more straightforward app/system. Fantastic! I will always use to order my prescription now.
5790224725,IzakJackson,4.17.0,5,The best U.K. pharmacy!,"I’ve been using echo for a little over a year and have to say this is the best pharmacy experience I have had.

I take quite a few medications and having to constantly go to a pharmacy was getting out of hand with my busy schedule.

With reminders for taking medication and ordering refills, quick delivery and fantastic support, echo is leagues ahead of competition.

Highly recommended!"
5786247454,Leonie 98,14.6.5,2,Requests,"App is good but impossible to actually talk to people.

Email - bot replies.
Phone - hangs up on you...

I am waiting for several items - 1 is out of stock but they won’t send any.

So no heart medication...

Can I contact them - not a chance ...."
5784547167,Chico G.,14.6.5,5,Top class service,"Very prompt delivery considering these difficult times, packaging is very secure and special eye drops arrive in chilled form.
Highly recommended Pharmacy service."
5771589447,T3AC4K3,14.6.5,1,Probably the most confusing prescription service,"App design and function seems good, but the lack of clarity is awful. Had emails sent to me conflicting what is shown in the app, the help robot just tells you what you already know and the help phone number auto hangs up on you after about 3 mins. 
Appreciate this is probably a busy time, but should sort something out. 
I now have no medication for this month and the GP won’t give me any because prescription has already been issued to Echo."
5770754529,Gonk wan,14.6.5,2,Problems ios,"App has issues on ios , judder, non scrolling of certain pages, cant completely see part of app? Needs addressing asap have reported but no fix to date!"
5761699328,Dazzathebazza,14.6.5,5,"Quick, easy, reliable",Great app. I would love the option to “collect from nearest pharmacy” though as some of medication requires to be chilled and there’s a large amount of unnecessary packaging sent in the post - it would be easier to click and collect?
5746347706,Spinning Marilyn,14.6.5,5,Thank you,"Thank you for your wonderful service. Medication has just arrived.
Keep up the good work and keep safe."
5740363411,Leccy Bikeman,14.6.5,1,Impossible to get hold of,I’ve been trying since last week for my repeat prescription and have now run out. It is impossible to contact them by phone or message and I appreciate they are busy but maybe they shouldn’t be taking on new customers if they can’t cope?
5736656799,UScitizenUKresident,14.6.5,1,Terrible,Confusing information given.  Didn’t have half my medicines and couldn’t give solid dates as to when they would have them.  No way to call them to discuss by telephone.  I finally had to cancel with them and bother my GP Surgery to sort out Echo’s mess and reorder from my old walk-in pharmacy that I should’ve stayed with in the first place!
5736412250,Mrs S Clark,14.6.5,5,Multiple profiles,It would be helpful if you could have more than 1 person s profile on the app as both myself and my youngest son require repeat prescriptions.
5731428855,OAP beginner,14.6.5,5,Excellent service,Echo provide an excellent service - hope it can continue with all the problems going on with Covid 19
5715482591,Kristieboo,14.6.5,5,Five star service,So easy to navigate the Echo App. Always kept up to date with notifications and speedy delivery. Saves having to bother the doctors during these terrible times. Love it and will continue to use. Thank you to those working through this. Well done!
5711926658,timelrddctr,14.6.5,1,Poor Rubbish Service,Don’t use these people signed up over a week ago and put my repeats in and no notifications no text message only same old boring status these people worse service ever I’m diabetic and this is way they treat people appalling
5711619972,Ejay1972,14.6.5,5,Fantastic service,Great app great assistance great service
5710069883,A Newbury resident,14.6.5,5,Excellent service,Queuing at our local pharmacy is dreadful so this wonderful service is so efficient and reliable I wish I had heard about it sooner. Thank you
5700626352,sparks2323,4.16.3,5,Great app,It’s easy to use and my medication arrives quickly
5691258376,C&LH88,4.16.2,5,Excellent Service,"We have only been using Echo since Christmas 2019 but the service had been great.  From the reminders that we need to place the order to its delivery we cannot fault it. I have been recommending you to all my friends and on Facebook when there had been discussions about the service people are getting locally.  We have received your email regarding Covid19, thank you."
5686959915,Niven1990,4.16.1,5,Life changing,This has really helped me in my busy life. It reminds me when I need to prescribe for more medication. I have really found it hard to find time to go to my gps and get the medication and this certainly has made it more fitting to my lifestyle.
5686196046,177844572589,4.16.1,1,No customer service,"Dreadful company, phone line cuts off and no response online chat for over 48 hours! Avoid this company"
5682500591,Annannbu,4.16.1,4,Echo pharmacy,Exellent easy service would highly reccomend
5681636912,Hardip Singh Bhogal,4.16.1,1,Echo,It is awful. Very hard to use and no way of adding necessary medicine.
5674104622,rozber,4.16.0,5,Excellent service,"Offers peace of mind especially as, being over 70, I don’t really want to visit and queue in the chemist. 
Thank you Echo"
5673161398,Saracen2003,4.16.0,4,Blood test forms,Be great to be able to request blood test forms via the app
5673020113,Craftynanny1,4.16.0,1,Starting with echo,I have spent most of morning trying to set up it won’t allow me to put in DOB so cannot go forward thought this would be the way to go being over 70 with the current Coronavirus issue??  How can I get past this problem? There is no customer service help line that I can see
5670695801,hedheheheeheeheur,4.16.0,5,Utter rubbish,App is utter rubbish. It is not functional
5668005276,Boswelltunes,4.16.0,5,Mr wethered,V good
5660949844,davipol,4.16.0,1,Can’t register as the dates are not displayed in IOS,Waste of time. Can’t even register
5659245957,Ru8ixcu8e,4.16.0,5,Easy,Love this app. So much easier than waiting at the chemist
5658366095,Delboy Del,4.16.0,1,Date of birth,Impossible to enter your date of birth and therefore useless...unless you are born on 14/03/2003 that is
5657510871,Charles450,4.16.0,5,So Easy,Just fill in the details of your medication and then you get reminders whenever you need more. So easy to use and get your meds delivered to your home .
5654339448,Julezb3,4.16.0,5,Excellent,Excellent service perfect for my housebound mum.
5653680152,Add1ct3d2angrybirdz,4.16.0,1,Fall down the cracks,Not as reliable as other services eg Boots for long term medication. Suddenly stopped ordering medication with no reason or alerts
5651955567,Alison no knickers,4.16.0,5,Brilliant,"This is such an amazing service. Convenient, reliable, I’ll never run out of my prescription again due to email prompts.  Thank you"
5647857637,jahkiya,4.16.0,4,Free Prescription,Hi I get free prescriptions as I am exempt due to under active thyroid. Do I get this and free delivery.
5647109621,Qwick Smoke,4.16.0,3,Ok until you need support,This app is good until you need support. When you want to chat they say they will be in contact with 1 hour but it’s been a day now and nothing. I let it slide the first time but this it’s been a day and nothin. is a joke.
5643319826,liklypad,4.16.0,1,Echo,Ordered my prescription but never got any further so ended up going without medication for a week
5643179080,Dannyboi12344321,4.16.0,5,Guessing dates,"I had to try and guess my date of birth because only 5 numbers 4 months and 10-12 years only appeared 

It was even less when I tried to put my prescription in so in not gonna bother using it. If I wanted to do a puzzle I’d download an actual game"
5634378337,Ant Clarke,4.15.0,5,Great service,This makes ordering prescriptions so easy!!
5631920500,sarah dix,4.15.0,5,Great,"So fast and easy 
Would recommend"
5627832456,superbam66,4.15.0,5,Medication,Very good service
5622523275,Diysteve345,4.15.0,5,Excellent App,Very easy to use and very informative about what I need to know. Thanks.
5615034848,ChasGoulding,4.15.0,5,"Excellent, hassle free prescription delivered to your door","This service is very good, App works well and notifies you when you need to request your medication. 

Delivered to your door by Royal Mail and needs signing for, but you get a time slot when it will be delivered."
5611861753,SteDg1962,4.15.0,1,Not Good,"App is very easy to use and the first couple of times I got my meds very quickly, past 2 months it’s been useless - stuff is always out of stock or they just do not explain why my order is incomplete. Time to source another provider."
5610181641,narf.,4.15.0,5,Exceptional service,The service I receive is exceptional nothing is too much trouble and chats are answered asap. Service is better than any drs or chemists I’ve dealt with.
5605655516,georgech,4.15.0,1,George Churchill,I get charged by Lloyd they changed their policy very bad to sign u up then charge geo
5595507978,23 Capone,4.15.0,5,Staying well,"Life is so much easier in the way my medication is ordered giving me confidence to continue a normal life without worry in forgetting to order my medication
FJN"
5590815239,Colinrimmer1,4.15.0,1,Epanutin,"What has happened to you contacting me to get prescription sorted. As from today Friday, I have no epanutin, and very low on metformin. 
I normally receive email from you to order prescription, but this time nothing. 
I have not had any epanutin to take this morning. 
It now leaves me short of my tablets. 
Regards
Colon Rimmer"
5582615949,198976maggie,4.15.0,1,Waste of time,"Don’t even bother, first time using the app and I’ve been left without meds despite ordering them in plenty of time. And now I can’t even order them through my gp and the apps customer service is a joke"
5582266441,24/9/76,4.15.0,5,Delivery of medication,"Fast and efficient, posted threw my door whilst I was in work highly recommended"
5580306447,Shelley1983,4.15.0,5,A revolution!,As above. A revolutionary app. Some early teething issues with GP but this saves time and fit for 21st century!
5578676676,Nursemags,4.15.0,5,Extremely efficient,This is my first time using Echo and I’m really happy with the service. Very efficient. I’ve now added my husband’s prescription to my account. Brilliant!
5573966031,Hoochking,4.15.0,5,Medication sent in  post,I have been using for 2 months now and more then happy with the service
5560577056,happy14life,4.15.0,5,Great service,"I really luv this service, it is efficient and very helpful"
5560237373,the rashid family,4.15.0,5,Great timing,"Every month I receive a text to tell me I’m running low, great reminder, with just two clicks it’s all done . Then all forgotten until next month.
Thank you for a great service. Mr M"
5558133388,Hattie_A_Ski,4.15.0,1,Inconsistent and Unreliable.,"Not even worth the 2 star, but have to put it to leave a review...
Last few months have been stressful using this company and app. Medication being delivered at last minute right before running out, even though ordered at least 2 weeks before running out. (Because I don’t like leaving myself short of medication) 
Customer service is a joke, they repeat the same thing to you over and over again and are not helpful. 
Do not use this company if you are dependant on your medication. It’s not worth the hassle or stress."
5552548725,coljim2,4.15.0,5,Great service,"Love this service to reorder meds, had a query sent a msg & got a reply in a couple of hours, so easy to order from the app !"
5542939486,Rhied18,4.14.0,2,Poor Service,"I was so excited to use this app, I’ve recently had some health troubles and now need to take a regular prescription. I thought it would be so much easier to use the app and have it delivered, rather than getting to the doctors and back when I have two small children to juggle too. 

Unfortunately my experience was not good. I requested my prescription when the app notified me it was due. I got notification to say my medicine was out of stock, so I contacted customer service, and they advised they would have stock shortly and then it would take 2-3 working days to arrive (incl Saturday as a working day). This meant that potentially my medicine would arrive just on time. 

Today I took my last pill and the medication still hasn’t arrived. I’ve emailed them to ask for a refund and to send my prescription back to the database so I can request it from my GP and so far no reply. 

I’m very disappointed"
5538670062,Supedlort,4.14.0,5,So easy!,"Absolutely trouble free. Easy to use. Very helpful, saving me trips to the pharmacy on a monthly basis."
5527703941,agate88,4.14.0,1,Can’t change dob,Trying to set up account for my son and won’t let me set the dob it keeps changing back to the default 14 Feb 2004 will not be using this app.
5526637208,Tetrio,4.14.0,5,"Just great, and so convenient","There’s really nothing negative I can say about this app. Every time I’ve used it, my prescription has been dispatched very quickly after GP approval, and that includes just before Christmas when my surgery had taken a while to issue the prescription. The customer support people are really friendly and helpful, and overall it’s an incredibly convenient service. Very happy customer right here. If you’re getting repeat prescriptions the old-fashioned way, you’re missing out."
5526166171,Alexisonfire83,4.14.0,1,Disappointed,"I had heard good things about echo pharmacy so thought I’d give it a try. 

I ordered my medication around 7 days ago and it just says that they’re waiting for the GP to prescribe. No update on the app for two days. 

I contacted my surgery who said they haven’t even had a request for it. So I’ve had to request my px to be sent to the local pharmacy as it would leave me short if I waited for Echo."
5524766623,alfiec1975,4.14.0,5,Update,Working again 🙈
5516477112,shevswife,4.14.0,5,Brilliant Service,"After queuing for over an hour at the local pharmacy I decided to give Echo a try. 
I’m so impressed what a brilliant service my medication now arrives through my letterbox. Thankyou highly recommended."
5516273114,Mattlad48,4.14.0,5,Elegant Online Pharmacy,"I just love this app, downloaded free-of-charge which with minimal effort keeps me up-to-date with my medication and delivers it to my front door or letterbox. Gone are the long queues at the well-meaning pharmacy."
5516103837,Mr J M,4.14.0,1,Unimpressed,Unfortunately the service is sporadic at best. I end up having to collect various prescriptions myself as Echo seems to have supplier problems. I will be changing service after my next prescription is fulfilled.
5509103172,Knowledges1,4.14.0,1,DON’T USE THIS APP!,"It’s the 4th month in a row I haven’t received my medication. The excuses are either, they’re waiting on the GP or they’re out of stock. This service is supposed the make life easier especially as I’m disabled it’s not easy for me to chase my prescription with the GP, the pharmacy or Echo. I wouldn’t bother wasting your time with this service, it’s well below the standards they claim. When you call them they are rude and abrupt. I think they forget they are dealing with ill people. Not sure they’ve been trained on customer service. DON’T USE THIS APP!"
5500177572,Cherrydropxxx,4.14.0,5,Soooooo easy to use!,Best prescription service I have ever used! Thank you for making my medical condition a little easier to deal with!
5498587403,paintball4u,4.14.0,5,Karen,I always forgot or was late putting my prescriptions into the doctors which was not good when having asthma ! This app is a brilliant a real life saver 👍
5490480845,Haylesjones,4.14.0,5,Fantastic service,"Absolutely love Echo, what used to be time consuming having to request my prescription then collect it, is now effortless. Would highly recommend this company"
5482078045,Dadthespanners,4.14.0,3,Echo without a reply,My GP don’t seem to like using this app.  Every month when I reorder it assures me echo has contacted my go then nothing happens till I ring them up and chase it through.  Echo don’t seem too bothered as nothing changes.
5474422601,ILuvMinecraft,4.13.1,5,A revelation !,"No more queuing at a pharmacy, only to be told they haven’t got the entire prescription for you. Echo is excellent; so easy to use, great app & fast service by post. Top marks Echo !"
5471659010,HLL1881,4.13.1,5,Efficient,With queues at the pharmacy getting longer this is the most efficient way of receiving repeat prescriptions.
5457789018,DiappointedofEaling,4.13.1,5,Trouble-free efficient service,"Echo Pharmacy removes the hassle of requesting and then collecting medications. As such it makes life that bit more enjoyable. Very reliable and, when contacted, very courteous and pleasant."
5454537372,WAL0910,4.13.1,3,Hit and miss,I know it’s not their fault when medication isn’t available. But for medication that can cause side effects with withdrawal. I think it’s best if you just go straight to your GP and have the prescription sent to a local pharmacy as it’s quicker to receive the medication. Or for urgent medication. For anything that is no urgent it’s good. So I will make a choice which medicine I ask for through the app.
5447021461,on the box,4.13.1,5,Ordering my prescription on line.,"So far everything about this service seems to be working as it should. It’s so helpful to have reminders sent to my phone when my medication is getting low. Then all I need to do is reorder and sit back and wait for the parcel to arrive. Thank you, keep up the good work."
5442993112,stemgeek,4.13.1,5,Excellent service,"Such a simple and easy to use app. I was sceptical but this was unfounded, takes the stress out of finding time to get repeat prescriptions in between work and kids"
5442984440,fairhavens57,4.13.1,5,New user,"Took a little while to get the meds through the first time, but ow works really well."
5442319334,coliac,4.13.1,5,Great service,"So easy to use this app, no drama and prescription arrives on my doorstep promptly. Reminders to order prescription and take meds are also a great feature!! This has revolutionised getting a prescription!!"
5438199052,ShabbirL,4.13.1,5,Best App Ever !,Best App Ever !!!
5437682633,Kelly Fratelli,4.13.1,1,"Good idea, rubbish app","Always crashing or not loading, get as far as payment then crashes again. It’s a great idea when it works but the app has never worked smoothly since I downloaded it."
5436816380,RickC998,4.13.1,1,Echo had just one job... and failed,Advertised as a 'delivery service' but always sent medication in rigid packaging that was too big for a standard letterbox. Despite numerous correspondence I quickly grew tired of having to traipse to my local Royal Mail collection office... especially as it was quicker to just collect my prescription from my local pharmacy. A great concept... but fatally flawed in its execution. I've given up on it.
5436236114,sarahlouisegoose,4.13.1,5,Good work,5 star for me they text me to keep me updated on my items thank you keep up the good work
5431982843,chrisvw70,4.13.0,5,This service is terrible,Customer service is a joke they don’t do their job correctly and as for many our medications are important you sent my request to my doctors for 2 items both  were authorised but your system said only 1 had so I cancelled both so I go to collect they hadn’t put it back to the spine bearing in mind I am asthmatic and I need my inhaler you are putting peoples lives at risk you shouldn’t be authorised to issue peoples medications if you can’t do it correctly
5431633825,ndcJec0501,4.13.0,1,Echo app,Tried downloading the app had a problem with verifying the app and was left with a blank white screen.
5424599500,hdjdihhd,4.13.0,1,Garbage,Doesn’t work. When submit local surgery......it goes blank....crap. You cannot get past this point to use the app....suspect this is a data mining app. BEWARE!!!!!
5417954273,Amberdooze,4.13.0,1,App not working,"I managed to register and confirm my email address, but when I went back to the App, I got a blank screen.  I deleted the app and reinstalled, but still the same.  I tried to contact support via a link on an email to verify email address, but the link didn’t work."
5414458699,alansamuels,4.12.0,5,Makes life so much easier,"I love this system!

I get reminders each morning to take my tablets. 

I get reminders when I need to reorder my prescriptions. 

To reorder is just a few clicks and the tablets arrive in the post a few days later!

Previous to using this system I had to request a repeat prescription from the doctors’ surgery myself, then order from the in-house pharmacist! Had to give them a few days to prepare the prescription, drive to there to collect (often to be told to come back another day - 10 mile round trip in the car each time), wait to be served... and I could go on longer!! 

Now all those frustrations are but ECHOES from the bad old days!"
5414326689,Skidby lass,4.12.0,3,Difficulty with deleting.,Going all will go smoothly now
5409943177,mcwstanton,4.12.0,5,Great app great service,"I have been using Echo for 6 months now and have been really impressed! The app is easy to use and saves me loads of time, petrol and parking etc.... the reminders are useful as well! Highly recommend"
5405041099,Tricia 2018,4.12.0,5,Prescription,I am a lady that take 5 different medication and all run out different times ! This app helps me remember to order my medication as it sends me reminders that I’m getting low and need to order !  I would recommend it saves a lot of time
5402789371,Oscar_Schnapps,4.11.1,2,Out of stock once again,"When you’re supposed to take insulin daily, you’d think they’d tell you if the medication was out of stock and the time frame they’d ship it to you. 

I used to use this app but now I remember why I stopped using it and switched to Pharmacy2U. 

Seriously this is super bad, the only good thing is , is you’re able to speak to love people and the UI is clean AF that’s why two stars 

You seriously need to sort tour stock issues out and offer a alternative because I requested my medication on the 17th of December and I still haven’t got it and ended up having to request it to get it myself from a local pharmacy. 

OFFER - A  - ALTERNATIVE if you think there’s going to be a long delay. Sorry I’m going back to PHARMACY2U"
5402320136,docjimboy,4.11.1,5,You have to use this!,"So glad this service is available. App easy to set up and use, for me and my child’s medications.

Echo team get in touch via app and email if any query, which is then sorted very quickly.

Obviously it’s convenient to have meds delivered by post rather than having to travel and queue at pharmacy."
5398051581,lingoz April,4.11.1,5,Service,Excellent? Easy and very quick !!!
5380612144,Nolongerhungry,4.11.1,5,Wonderful Service!,"So easy to use, great reminder service, delivery and the up to the minute tracker is brilliant. Would recommend....it does everything it promises !!"
5371553879,Pagham Angel,4.11.1,5,Excellent service,This is an excellent service saving me having to go to the doctors or chemist and having to wait.
5371496149,Upthehill,4.11.1,1,Gone downhill- Avoid,"Jan2020 update: this service has gone totally crap! The wait time is now around 4
Days which is totally stupid, why wait 4
Days for your meds! The response from the customer service is also really bad. 
It’s time to say goodbye to this rapidly failing service. Not sure who writes all these other reviews about this app, maybe they are using a different app to me???

This used to be great service. Now is awful customer response and awful slow delivery times don’t make it worth the trouble. 3 days it took to respond to chat query. Left on hold for 15 minutes then cut off!
There are to many others doing same role probably much better"
5355025444,ben__r,4.10.0,1,Always out of stock,"I’ve been waiting for a prescription to be delivered for over a month. No proactive communication informing me when it will be next available.

A second prescription has also been out of stock for the past few days.

If you want a reliable and timely delivery, go elsewhere."
