review,stock_logistics,delivery_logistics,customer_service,app_functionality,service_functionality,locational_constraints,rating,version,type
"Never works properly Every month I have the same problem; request refills of meds, they order the wrong medication, it gets cancelled, I have to order again then it takes two weeks of messages for advice to and fro to be able to pay for them.
Then the packaging is too big to go through my letterbox, so I still end up fetching it from the post office. Very annoying!",1,1,0,0,0,0,2,3.18.1,apple
Not letterbox friendly Smaller postal boxes would help,0,1,0,0,0,0,1,3.18.0,apple
"Dreadful What a waste of time. They spent ages processing a prescription request. Finally got it confirmed, paid for it and was then emailed to say they can’t get medication so will get a refund in 5-10 days and have to go to my local pharmacy. Don’t bother with this app and just order prescriptions as normal; it will save you time and hassle!",1,0,0,0,0,0,1,3.18.0,apple
"So disappointing Promises so much but if you have Parkinson’s, delivers very little. Never has sinemet plus in stock and cancels my order every time I use them. Very poor",1,1,0,0,0,0,2,3.18.0,apple
Improvements needed! Not good at keeping track of medicines. Have to do this using another app.,0,0,0,0,1,0,2,3.18.0,apple
"1 star because you can’t give 0 App Never worked as it should, now the boxes they send don’t fit through the door so I have to collect them from the Post Office so I may as well have ordered from local Pharmacy and walked there to pick them up",0,1,0,0,0,0,1,3.18.0,apple
The idea of this is great but .... Every proscription I’ve had I’ve had to chase up  being sentinel. A whole goose chase why I live the idea of the app and being sent in the post is a lot more convenient  it’s to much hassle all I do every time now is chase up and every time it seems to be getting worse each time,0,1,0,0,0,0,1,3.17.1,apple
Was fantastic now a pain! When I first got the app it was amazing and I had my first two deliveries fine.  Unfortunately then it went wrong.  It emailed me saying that my doctor would not approve my prescription even though I had received it.  Now it tells me I need to order more even though I don’t.  I called them and was told it would be sorted before the end of the year but it’s not.  Now it is just confusing and annoying.  I think I’m going to go back to my local pharmacy as this never happened with them.,0,0,0,0,0,0,1,3.17.1,apple
"Only used once First time was good but tried to order again and I had the receptionist at the doctors ringing me saying that I had faxed it and they don’t do that, so haven’t used it since in case I get another lecture",0,0,1,0,0,0,2,3.18.0,apple
"Think before you download this pile of ... Ok. So I’m diabetic and have a heart problem. I have 6 different medicines that need ordering at various times of the month. I also work away so not at home during the week.
So going electronic and have them delivered to my house where my partner can receive them and keep them for me until I return seems, on paper at least, a good idea. 
Well, so how difficult can one app make things?
It’s now over a week since I signed up to Echo, I ordered my tablets and the app tells me that they’ve contacted my surgery and awaiting authorisation from my doctor. 5 days go by, still no delivery, then I get an email saying there’s been an issue and they cannot fulfil my order. 
So I cancel my account with Echo and order through the surgery website as usual for collection at my nominated pharmacy. So now, I’m at my nominated pharmacy and they tell me they have no prescription for me. I phone the surgery and they tell me my order is with Echo. My surgery tell me that they cannot order any further drugs as there’s an order on the system with Echo and that I need to collect from Echo. 
This has to be one of the most frustrating experiences in years.
So, please think twice before you place your faith in this service, of it isn’t broken don’t try to fix it. 
I’m now off to my pharmacy (third time) with an emergency dispensing code to get my overdue prescription... fingers crossed, if you hear someone shouting it’s probably due to the Echo...",0,1,0,0,0,0,1,3.17.1,apple
"Very poor. Don’t bother I have never had such poor service in my life. 
Don’t use. They hold onto your prescriptions without correspondence when they can not supply your medication.",1,0,0,0,0,0,1,3.17.1,apple
"Difficult to use all - poor support Like others have said, it’s excruciatingly difficult to get setup and customer support is dreadful. Uninstalled.",0,0,1,0,0,0,1,3.17.1,apple
Rubbish They screwed up my first order so I was hopeful that by now I placed my second order they would’ve learnt the lessons… How wrong was I! The second order has still not showing off and they just keep making up excuses I asked them to send me all the correspondence they had with my GP and they haven’t done that I don’t believe they’ve done anything to action my order. Useless,0,0,0,0,0,0,1,3.17.1,apple
"Do not use!!!! Please do not use Echo. I requested my asthma medication 10 days before running out. They said they’d sent the request to my GP but I didn’t receive I notification that the prescription had been sent through to Echo. I emailed Echo and asked them to follow up with the GP. They told me to! Some service! I followed up with my GP and they said they had received no repeat prescription requests. Great. My GP kindly agreed to send the prescription through ASAP. I asked Echo to look into why this happened but not only could they not work out why but they also did not apologise. I told them I needed the medication urgently but they refused to send it next day delivery. I just can’t believe they didn’t even say sorry. Honestly, do not use this service. It is not worth the stress.",0,1,0,0,1,0,1,3.17.1,apple
Stupid app soooo fkkkkkkkkkkkkking stuip app！!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!waste my time！ and make my prescription very compliate！,0,0,0,0,0,0,1,3.17.1,apple
Don't download it I need my tablet and it's now been 4 days and still nothing,0,1,0,0,0,0,1,4.30.0,google
"The verification processes is not compatible with basic Internet browsers such as as Edge, therefore you are unable to proceed even after you have provided them with your email address and driving licence picture. It would also be very helpful to know if your GP surgery is actually participating in this scheme; mine is not, but you only know that after you have provided certain details. I'm sure this would be a great app if the fundamentals were sorted out first.",0,0,0,0,0,0,2,4.24.0,google
Wrong requests info not updated.,0,0,0,0,0,0,1,4.24.0,google
Your very clever at Missing items & deadlines!,1,1,0,0,0,0,1,4.24.0,google
Chat help never replied to me,0,0,1,0,0,0,1,4.24.0,google
Couldn't find my practice.,0,0,0,0,0,0,2,4.24.0,google
Not good really i ordered my medication which never been received Echo said they sent it ...but I didn't receive it when I talked to them they refused to issue me new one and they said nothing to do with them that I didn't receive it so they asked to check with my neighbors etc ... and Then I have to go back to my Gp and ask them to issue new prescription ..do I was without my medication 2 weeks My Gp made s complain to NHS about Echo service Not recommended it,0,1,0,0,1,0,1,4.24.0,google
Absolute rubbish . They took a month to get my prescription through because there are several surgeries in England that have the same name and even though I told them my Dr's name and phone number they persistently sent requests to a surgery 70 miles away. Eventually I got it sort and was told that my file had been updated. This week I ordered some pills and after 4 days I received a message that it had been cancelled because I wasn't registered with that surgery. Beggars belief the incompeten,0,0,0,0,0,0,1,4.24.0,google
"I was about to sign up. The service may be very good, and then I thought, I need to support my local village chemist. And I can speak to my chemist personally or they can rush through my prescription if asked. So, if you can, please support your local chemist and keep your prescription there.",0,0,0,0,0,0,1,4.24.0,google
Even though my gp had echo on their system as my medication provider they still couldn't supply my tablets. After no end of emails backwards and forwards I gave up in the end. Back with the local chemist now.,0,0,0,0,0,0,1,4.24.0,google
All my login details are being rejected.How on earth am I supposed to get my prescriptions.,0,0,0,1,0,0,1,4.24.0,google
"The app doesn't give an actual option for prescription dose, e.g. will show 10mg, 40mg etc. but I need 3 x 10mg and there's no option for putting this in. Also, the actual prescription request doesn't work; every time I press the request button I get a failure notification. Defeats the whole object of the app.",0,0,0,0,1,0,1,4.22.0,google
Pain in the arse. Constant interruptions. I preferred getting my prescriptions the old way.,0,0,0,0,1,0,2,4.22.0,google
Unable to amend a mistaken email add. Can you advise?,0,0,0,1,0,0,1,4.24.0,google
"Received no reminder to order meds, app won't open now just frozen on opening page",0,0,0,0,1,0,1,4.24.0,google
Keeps telling me to order medication I don't need,0,0,0,0,0,0,2,4.22.0,google
Great app swift delivery. 👍,0,0,0,0,0,0,1,4.24.0,google
"My first time to use the app. I gave them so much information but they dont bother to send me a text or something to ask me to pay. I ve been waiting for four days and just realised they were waiting for payment. Now I need to wait few more days for my meds😭 Why cant we just do it the old way🤷🏻‍♀️ Cutting budget-- firing people -- bad economy, it's a circle dont they realise?",0,0,0,0,0,0,1,4.22.0,google
Sometimes asks for Fingerprint then Username/Password. In family sharing can't distinguish between orders for different patients. Never reminds of medication pre-order unless you sign in to the app... too many more to mention.,0,0,0,0,1,0,2,4.24.0,google
"Excellent app, really easy to use and get my medication in plenty of time.",0,0,0,0,0,0,1,4.22.0,google
Very unreliable,0,0,0,0,1,0,1,4.22.0,google
Setting up the app was a bit pain but once set up it worked OK. The password they sent me was just a set of random characters that it didn't recognise but once you get past that it seems to work OK. Time will tell.,0,0,0,0,0,0,2,4.22.0,google
Waited in today for 3 items royal mail got one delivery through letter box not the ones I ordered I have 2 weeks of alopurinol they put 6 weeks load of rubbish this lot I could have been out today going to go back to picking up my own I take 200 mg alopurinol not 100,0,1,0,0,0,0,2,4.22.0,google
"Some times its perfect, but if your doctor does not confirm one medication out of many in the bag, echo will not send the rest untill they get confirmation from the doctor, why can they not send out the confirmed ones, thanks echo you have made me miss medication to many times, in which its dangerous for me",0,1,0,0,0,0,1,4.22.0,google
Not very good,0,0,0,0,0,0,2,4.22.0,google
Don't reply to emails and duplicate medicines.,0,0,1,0,0,0,1,4.22.0,google
"I missed my medication for 2 weeks while between the GP and echo emailed, called and blames was bounced back and forth. Echo didnt sort it - blaming from the GP to the system not taking responsibilty for the service offered.",0,0,1,0,0,0,1,4.18.1,google
"Over a week to wait for my repeat prescription and still not recieved 😡 will not be using this app again, the medication required is a must need item and can't afford to be missing days",0,1,0,0,0,0,1,4.22.0,google
Still having a few problems trying to get some perceptions learning curve,0,0,0,0,0,0,2,4.22.0,google
The app doesn't work properly. Especially during a pandemic. I'm an asthmatic ordered my medication and due to my doctor sending me a slight change in one of my medication the app held on to my meds. This could be extremely dangerous. I tried contacting support. No help. Took days to respond. Matter still not fixed. Phoned my GP they said to contact the app as they had done all they can. Absolutely arful service from a both sides.,0,0,1,0,0,0,1,4.22.0,google
This service sucks big time will not use again,0,0,0,0,1,0,1,4.22.0,google
"I tried echo once but found it awful, and months later I still can't stop echo from emailing me telling me they're trying to fill my prescriptions when I don't want them to.",0,0,0,0,0,0,1,4.22.0,google
I put my prescription in i recieved and email saying 1 item was being delayed so i waited i ran out of all my medication with no further explanation ..so my opinion is they are rubbish. Now gone back to my local pharmacy which have never let me down ..,0,1,0,0,0,0,1,4.22.0,google
No point have the service as I can't get all my medication delivered.,0,1,0,0,0,0,1,4.22.0,google
Don't bother I've now been waiting 5 weeks for prescription,0,1,0,0,0,0,1,4.22.0,google
"Not very impressed. Range of drugs limited (ie no oral alternatives if there is no bar code to scan), and no way to aggregate multiple requirements into one request as the app seems to randomly decide you are running low, when you aren't. Looking forward to this app coming out of beta testing.",0,0,0,0,1,0,2,4.22.0,google
I have ordered a prescription 2 months ago and haven't received yet. Useless service.,0,1,0,0,0,0,1,4.22.0,google
"Precription disappeared from app. They claim only four items arrive per prescription from doctor so various parcels arrive at different times if you have more than 4 items, frequently out of stock, send you back prescription they can't get so you still have to go to the chemist, defeats the the object!",1,1,0,0,0,0,1,4.22.0,google
Useless,0,0,0,0,0,0,1,4.22.0,google
sadly it's not recognised by anyone! GP and pharmacy both didn't respond to its request of repeat prescription,0,0,0,0,0,0,1,4.22.0,google
I didn't receive my 2nd lot of medication and have been without for 3 days now. It is supposed to be automatic. Why am I having to request it?,0,1,0,0,0,0,1,4.22.0,google
"Well Lloyd's bought Echo. Shame. I'd stopped using Lloyd's and gone to Echo as Lloyd's were useless. Also, use to get first class postage with this but now you only get 2nd class so made take longer. Especially in current Coronavirus circumstances. I didn't get the reminder to reorder and missed doses once as well. The slow postage didn't help. Think I might move on to someone else.",0,1,0,0,0,0,2,4.22.0,google
havent recived my pills,0,1,0,0,0,0,1,4.22.0,google
Not very good. Do better.,0,0,0,0,0,0,1,4.22.0,google
"Pointless, doesn't work. It says it's my nominated pharmacy, but trying to actually order medication tells me it's not. Doesnt work.",0,0,0,0,0,0,1,4.22.0,google
Terrible! Wrong medication delivered and they were very unhelpful. Deleted the account and the app.,0,1,0,0,0,0,1,4.22.0,google
"Absolutely awful! Willl be uninstalling app and deleting my account as soon as I can. First of all, despite multiple attempts, app failed to request medication. Contacted support who based on their completely unrelated response clearly didn't even read my message to understand my problem. Secondly, medication hasn't turned up and is sat in a Royal Mail Delivery Centre 277 miles away (after being less than 100 miles away). And request has also now completely disappeared from app leaving no record",0,1,1,0,1,0,1,4.21.0,google
Medication not been sent that is urgent as other item out of stock!,1,0,0,0,0,0,1,4.22.0,google
"Ridiculous 12 hrs ago the app told me all 8 repeat items on my prescription would be delivered today. And now they've cancelled 4 items, no reasons given! Not fit for purpose. By far the most Confusing, stressful and annoying app I've come across.",0,1,0,0,0,0,1,4.22.0,google
"Have had to reply several times for same prescription this week. Please put all requests in 1 e mail, it is family who are dealing with this not patient. Frustrating",0,0,1,0,0,0,2,4.21.0,google
Terrible service.,0,0,0,0,1,0,1,4.21.0,google
Very complicated to use. Request a prescription and you get loads of notifications telling you to request the same items!,0,0,0,0,1,0,2,4.21.0,google
Very bad apps,0,0,0,1,0,0,1,4.21.0,google
I'm unsure as I had no email to say my meds were getting low I only found out then I logged on. This is only my second request,0,0,0,0,1,0,2,4.21.0,google
Pill time never again ages to answer phone,0,0,1,0,0,0,1,4.21.0,google
Lack of response,0,0,1,0,0,0,2,4.21.0,google
Advises that items are out of stock for prolonged periods of time (10+ days) and will not send the order until all items are in stock,1,0,0,0,0,0,2,4.21.0,google
Use this if you want to miss important prescriptions and face delays. Pathetic service,0,1,0,0,0,0,1,4.21.0,google
Medication all over the place even when i request all my medication in one go you come back in email telling me half of it hasnt been requested and for the 1st time ever i have completely run out of fostair my most important medication along with sbri and ventolin .i find your service exceptionally confusing .,0,0,0,0,1,0,1,4.20.0,google
"It is erratic, doesnt warn you when you need to re order, and you have to monitor it, rather than it remind you. Shame as the posted medications are helpful, needs software improvement",0,0,0,0,1,0,2,4.21.0,google
"Not sure this a legitimate company, it is intercepting prescriptions sent to my regular pharmacy and making getting my medication more difficult than it needs be. I tried ringing them but after an automated message saying their lines are busy it cut me off, not the actions of a legitimate company. I have sent a request for change of password as I forgot it and still not arrived, actions of a legitimate company?? If it is legitimate then its just good old fashioned poor customer service!",0,0,1,0,0,0,1,4.21.0,google
Not reliable at all. Ran out of meds twice when ordered a week before they ran out. Pharmacy recommended this service.,1,0,0,0,0,0,1,4.20.0,google
Rubbish.,0,0,0,0,1,0,1,4.20.0,google
Not helpful app,0,0,0,1,0,0,1,4.20.0,google
Very good,0,0,0,0,0,0,2,4.20.0,google
Please don't try this system. I've used it for two repeat prescriptions and the mess it caused left me without important medication on both occasions leaving me having to go out of the house when I'm supposed to be shielding. Do not use.,0,0,0,0,1,0,1,4.19.0,google
Doesn't really work. Out of stock too regularly. Obviously not too bothered about letting peeps get sick even more. I'm getting this last script because it's too much hassle not to. I am going back to my local pharmacy from now on. Echo is imo totally useless 😠,1,0,0,0,0,0,1,4.20.0,google
Put in an order for repeat prescription 1 week before I ran out. Echo app says waiting for GP prescription. Waited 5 days and recieved nothing. Phoned my GP and they say they have no record request for prescription from Echo. There is no way to contact Echo other than a webchat bot on website which I had no response from after 12hrs. I had ran out of meds at this point having not taking any for a few days i was feeling unwell. Had to phone 111 to get emergency prescription. Don't trust Echo.,0,0,1,0,1,0,1,4.19.0,google
Would be usable if the rest of the UK could benefit,0,0,0,0,0,1,1,4.19.0,google
Prescriptions take ages to get to me. If you need emergency scripts don't go with echo as you won't get them any sooner than normal scripts. I've been left for 3 weeks struggling without my emergency script and I wasn't even notified there were any issues. Fuming with echo.,0,1,0,0,1,0,1,4.19.0,google
0 that's it,0,0,0,0,1,0,1,4.19.0,google
"Makes mistakes on orders, don't reply in a timely fashion and sometimes sends reminders to take medication or order whilst other times it doesn't.",0,0,1,0,1,0,2,4.18.1,google
Very very bad never know when or if I will get my medication in time,0,1,0,0,1,0,1,4.19.0,google
"DON'T USE. Got an email (not a text or push notification that's seen straight away) to say they were out of one of my meds and that they were withholding the other until both were in stock! This was two days after I requested the medication! I called them to ask them to send the one in stock and twice was cut of at 20 mins on HD after a recorded message says please hold (you couldn't make it up). Then live chat, 2hrs later they replied to say both out of stock and I could cancel. I did.",1,1,1,0,1,0,1,4.19.0,google
Hopeless application,0,0,0,1,0,0,1,4.19.0,google
"Great idea, however every time I've used it, the medication I need has been out of stock with no rush to fill it even when I'm having to ration my remaining meds.",1,0,0,0,0,0,2,4.18.1,google
Pharmacy is doing service absolutely terrible. I have ordered tablets on 9th May and the pharmacy prepared them since 14th May and finally on 22nd they sent me the wrong codes to go for collection to nearest pharmacy. Today 26th they send me a different code which finally worked. Poor service. Echo pharmacy is not able to provide tablets on time. People are staying without medication due to their worst service.,0,1,0,0,1,0,1,4.18.1,google
Poor,0,0,0,0,1,0,1,4.18.1,google
Well they were all well at first then they left me to jus wonder when my monthly anti depression meds an I jus thought it was due to the covid 19,0,0,0,0,0,0,2,4.18.1,google
"Customer service is useless, been left without medication because they couldn't do their job!",0,0,1,0,0,0,1,4.19.0,google
"Was good to start, but they have recently started making a mess of things. Have lost my prescription",0,1,0,0,1,0,1,4.18.1,google
"All my meds where not delivered, I have tried your help line and my message has still not been looked at 20 odd hours? I will give you one last chance next month and if you do not get them correct I will cancel the order with you, I'm very disappointed with your service.",0,1,0,0,0,0,2,4.18.1,google
Very poor service as i had a message saying my amitriptyline had been cancelled when it hadn't at all. I collected it from a local pharmacy near me. Unsubscribed.,0,0,0,0,1,0,1,4.18.1,google
The app is fine the sevice it provides is shocking. Waiting 10 days from my prescription the doctors referred me to another company as these have had so many complaints,0,1,0,0,0,0,1,4.18.1,google
"Very poor so far, helpful customer service but still unable to get things right",0,0,1,0,1,0,1,4.18.1,google
"I want to order medication once a month, recieve one text and one delivery, I have only been a customer a couple weeks and already had numerous text and e emails at stupid times of day, only received half my medication yet have already had three deliveries. Piororganisation must be causing excessive costs to the N.H.S. and inconveinience to me, please sort it out.",0,1,0,0,1,0,1,4.18.1,google
Awful. Have ordered 2 prescriptions with them for heart failure medication. 1st one came 6 days late and I only got a response after leaving a bad review on trust pilot.... The order was cancelled after 2 weeks... Left a message for their customer service team and still haven't had a response a week after that... Dreadful company,0,1,0,0,0,0,1,4.17.0,google
This sounds fantastic but if you need certain medications. They can't be delivered. You have to go to pharmacists to collect your medication. I so much want this to work until my pharmacist told me unfortunately they can't deliver again certain medications.,0,1,0,0,0,0,1,4.17.0,google
"App okay, company attricious. When scripts are sent by my doctor, Echo typically only picks up the first item and needs prompting to find the rest. Customer service is through an unintelligent bot that never has an answer, then refers it to a real person who may take up to a week to even read the query, let alone reply. They constantly have stock issues and they refuse to send items in stock. This recently meant I waited A MONTH for 4 items as different items kept becoming unavailable.",1,1,0,1,0,0,1,4.17.0,google
One star as I can't give zero. Glitchy piece of shite. Couldn't get through the sign up process without it freezing all the time etc. Don't bother until it is fixed.,0,0,0,1,0,0,1,4.17.0,google
Can't find my GP,0,0,0,0,0,0,2,4.17.0,google
order pills and they don't all come at the same time,0,1,0,0,0,0,2,4.17.0,google
"First order was fine, but second order they royally messed up. They had a query with a medication, which was resolved, but they didn't update the status so I didn't get my order before I ran out of medication. They ended up having to release the prescription back to the NHS system and I had to go collect it from a local pharmacy. I'm a vulnerable person in these times, so I signed up to this service so I wouldn't have to leave the house.",0,1,0,0,0,0,2,4.17.0,google
Requested medication and 10 days later of constant messaging with different excuses of why request hadn't gone through to find out they don't work with my practice. They say that my practice doesn't accept 3rd party companies but I was previously with Medino pharmacy and that worked fine. Not happy with this experience or the app and have requested my account to be deleted. Shouldn't take 10 days for a request to go through for me to chase up almost every day for an update. Medicine is overdue.,0,1,0,0,0,0,1,4.17.0,google
Could do a lot better,0,0,0,0,1,0,2,4.17.0,google
Not good if you are on weekly prescriptions..,0,0,0,0,1,0,2,14.6.4,google
"Was brilliant but for the last week I've not been able to load any of meds just a constant error, try later message.",0,0,0,1,0,0,2,4.17.0,google
Medication comes in drips and drabs,0,1,0,0,0,0,1,4.17.0,google
Delivery very slow early ordering essential,0,1,0,0,0,0,1,14.6.4,google
"Works ok most if the time. Reminders a bit random & unintelligent, poor supply & service issues due to CV19, when we need them most.",0,1,0,0,0,0,2,4.17.0,google
"So far not particularly good, they've claimed covid 19 is causing delays, or my address has changed, then my GP havent signed up to third parties despite my GP confirming the prescriptions have been sent electronically to echo",0,0,0,0,0,0,2,14.6.4,google
"Infuriating if you pay for prescriptions as there is no record on the app or associated website of your payment history. Especially when my script price appeared to (almost) double after I'd confirmed my payment. So I am now unclear how much I've been charged. The chat help function isn't helpful as they asked for a screenshot of the payment, which isn't visible anywhere because there is no access to payment history, hence me being unable to access the information myself.",0,0,0,0,0,0,1,14.6.4,google
"I am still waiting for some of my prescription 3 weeks after the rest was delivered in dribs and drabs. You cannot get hold of customer service, instead you get a digital chat person who never answers your questions, just gives you the same stock answer every time. Save yourself the trouble. I will find a different delivery firm next time and so should you.",0,1,1,0,0,0,1,14.6.4,google
"Can't put my actual age in, so this app is completely useless for me",0,0,0,1,0,0,1,14.6.4,google
"Thought this would be very handy as I use Lloyds pharmacy regularly. However I can't even set up an account, sending me verification emails but I don't receive them, not in my spam. The help button doesn't work either! Have reinstalled and this didn't work either. Very disappointed.",0,0,0,1,0,0,1,14.6.4,google
Great until something goes wrong then dire. App works fine but increasingly when I've put a request in it hasn't been received by the surgery. There have also been instances where the surgery has sent the prescription approval but Echo claim not to have received it and Echo always thrust the onus back on the customer to sort it out. Unacceptable.,0,0,0,0,1,0,1,14.6.4,google
"Ordered repeat prescriptions for my diabetes medicines nearly two weeks ago and they haven't even bothered to send the request to my GP. Their so-called help desk is a waste of time. Zero stars not an option, unfortunately.",0,0,1,0,1,0,1,14.6.4,google
Useless,0,0,0,0,1,0,1,14.6.4,google
2 months using this app and not one prescription sent! Order 2 weeks in advance and get nothing but GP not responding. Spoken to GP and they have sent prescription but echo just cancel and I'm left with nothing!,0,1,0,0,0,0,1,14.6.4,google
"First impressions are not good,first delivery on time but with only 1 of 4medications!! No mention off further delivery pending or delays to non present meds!.who do i contact?? Wishing I'd steered clear , enough stress without this happening..watch this space,,",0,1,0,0,0,0,2,14.6.4,google
"Can never get requested meds, never in stock",1,0,0,0,0,0,1,14.6.4,google
I input incorrect first name details. Update Details button just sends me to chat rather than to a page to update my details! Should be better considering the importance of getting your medication on time.,0,0,0,1,0,0,1,14.6.4,google
Do not use this Company.,0,0,0,0,1,0,1,14.6.4,google
"items not in stock waiting a couple of week Ordered from this app twice, both occasions tramadol out of stock., so it's over a Week before it's delivered..how can they be out of stock for 5 to 7 working days, at a normal pharmacy they get stock the next day. This is not good, especially with a drugs such as tramadol , thankfully I have a months supply in reserve otherwise I might be climbing the walls with withdrawal symptoms. idea is fab but the actual delivery is poor.",1,1,0,0,0,0,1,14.6.4,google
"Prescriptions arrive in a timely fashion but the customer care team are absolutely RUBBISH! ALL my prescriptions that have been delivered are still ""in the post"" according to this app. I have sent the customer services several messages and they have not read a single one of them. DIABOLICAL.",0,0,1,0,0,0,1,14.6.4,google
"Can you please reply to messages within your app, I am trying to contact you regarding my prescription for very important medication and you are not responding at all.",0,0,1,0,0,0,1,14.6.4,google
There are many aspects that need tweaking. It is designed to suit the pharmacy rather than the user. Start by looking at the point at which nine essential items are held up when one item is unavailable. Ask your help line staff what the most common issues are that lead to customer frustrations.,0,0,0,1,1,0,2,4.13.1,google
"Started well, was very pleased but then unable to deliver on time due to stock availability, shame.",1,1,0,0,0,0,2,4.14.0,google
"Script were send on the 19th of March and I still can't get my metformin, I understand there busy but they can deliver it at the nearest post office but not my address!!! Silly!",0,1,0,0,0,0,1,14.6.4,google
Tried to enter email to sign up and the app kept getting rid of my keyboard making it impossible to get past the first page of registration,0,0,0,1,0,0,1,14.6.4,google
"Don't be fooled by the slick looking app, prepare to be held hostage to out of stock meds with no idea when they'll be in stock and a help bot that's anything but helpful. If you're in need of time-critical, crucial meds then DO NOT USE THIS APP. You could be putting your health at risk.",1,0,0,0,0,0,1,14.6.4,google
"They cannot cope with the demand. I ordered my prescription 2 weeks early as advised and it's now well overdue. No reply from support chat either. They will not release any of the prescription even if a single item is out of stock, which is nothing to do with covid19, it's just their stupid policy.",1,0,1,0,0,0,1,4.16.0,google
"Do not use this app. it is not fit for purpose. Echo will only send your meds when all items on a script are in stock. If they are waiting for an item, the others will not be reserved for you. If items are going in and out of stock you could be waiting for ever to receive your meds.",1,0,0,0,0,0,1,14.6.4,google
"There is never any stock available so using the app is pointless. Totally defeats the object when you eventually end up having to go to the pharmacy yourself to pick up your medication. As a diabetic I cannot wait weeks for my medication. The app just states ""out of stock"" and provides no updates on when they will be back in stock or gives incorrect dates as to when they will be. Poor.",1,0,0,0,0,0,1,14.6.4,google
Just received a pop up notification that one of my prescriptions is out of stock but no mention of what it is in the notification. Opened the app but no mention of the notification on the home page or anywhere else for that matter. Checked my prescription requests but I'm still none the wiser as to what is actually out of stock and resulted in the notification. Something that shows the progress of each prescription or at least highlights those prescriptions with an issue would be useful.,1,0,0,0,1,0,2,14.6.4,google
"Used to be ok but seems that it no longer seems to work no replies to messages not recieved my medication wont be using again, been 2 weeks since my asthma prescription was sent to them and still have not recieved my medication they have put my life at risk and they couldn't care less",0,1,0,0,0,0,1,14.6.4,google
"The service is all around poor. They don't send you any of the prescription if they are out of stock of an item. No ETA on when stock will be returned. They don't notify you if there are any issues with your prescription. They require a signature for delivery but don't give advance notice they are shipping, so you have to pick it up from a mail depot anyway. During the recent virus, I essentially ran out of insulin waiting for them to for over 3 weeks while 1 less essential item was out of stock",1,1,0,0,1,0,1,14.6.4,google
"Paid. No meds, no refund, no effort to try and find it. Nothing. Royal Mail wont talk to me and say the supplier has to contact them. Echo just said 'Nothing we can do about it. Pay for another one' Completely unhelpful and unwilling to do anything about it. Never had it, and they wont even refund the money. Given my experience, i wouldnt bother with this app.",0,1,1,0,0,0,1,14.6.4,google
"Currently the worst experience. I initially thought it would make my life easier. Oh how I was wrong. requested my prescription, nothing happened for about three days... 'chatted' to support, bot replied letting me know that Echo didnt have contact details for my doctor so I had to request the old way. Requested the medication on SystemOne and was sent to Echo, a day later they processed the request and I paid only to find it was out of stock and no restock date. Had to cancel and await a code.",1,1,1,0,0,0,1,14.6.4,google
"The app is great but the customer service is so bad, cannot contact anyone, no response just automatically responses. Very annoying and frustrating.",0,0,1,0,0,0,2,14.6.4,google
"They have been messing about saying when they have stock and when they don't, I am a type 1 diabetic and rely on fast and long acting insulin...which they never have, I have had to put in 2 emergency prescriptions because of echo, even when having 2 weeks of insulin...don't use this service for serious medication",1,0,0,0,0,0,1,14.6.4,google
"Poor user experience. They seem to be very hit or miss with having important drugs in stock, making getting repeat prescriptions far more difficult than it should be.",1,0,0,1,0,0,2,14.6.4,google
They do not fill your prescriptions also have no idea about medication. One item was substituted for another BY MY GP... as the original wasno longer available yet these morons had no idea and said they can hold my prescription till the original was available. Dangerous they are clearly not qualified pharmacists in my experience and reasonably held opinion.,1,0,0,0,0,0,1,14.6.4,google
Confusing unsure what has been ordered?,0,0,0,0,0,0,2,14.6.4,google
"The app works fine, the ordering & delivery does not. Everything about this service is slow & if you need help you talk to a bot. Be careful.",0,1,1,0,1,0,1,14.6.4,google
Medicine shortages and shocking service,1,0,0,0,1,0,1,14.6.4,google
"Items out of stock , very hard to contact , prescriptions sent out days after run out, told to collect from a local pharmacy, what's the point could do that with out them and less hassle",1,0,1,0,0,0,1,4.16.0,google
"Great until the pressures of coronavirus hit them, the most awful company I have had to deal with, useless, their support teams may as all be robots, it's takes a lifetime for them to dispatch your medication even though your GP has sent them the prescription, no excuse is acceptable when you depend on it.",0,1,1,0,0,0,1,14.6.4,google
"For months and months now the reminders have been incorrect. I'm constantly having to delete my meds and then re-add them with the correct 'run-out' date only to have to re do it again 4 weeks later. Sooooo frustrating. It seems like a simple thing to me to put right? And yes, I've contacted your support many times and they tell me they can't help. 😡",0,0,1,0,0,0,1,14.6.4,google
Cannot log in anymore on any device..i need my rescriptions ive tried ring constantly busy i need this account closing and my stuff sent back ASAP,0,0,0,1,0,0,1,14.6.4,google
Echo pharmacy are incompetent I recommend you find yourself another provider. If you rely on these chancers to get your delivery right well good luck cos they'll let you down.,0,1,0,0,1,0,1,14.6.4,google
Great idea but cannot use the function to add my email so that I can join the waiting list. Its a shame even in exceptional circumstances.,0,0,0,1,0,0,1,14.6.4,google
